Epoch  G MSE train        G BCE          G train          D BCE         G MSE test   
 80     10.946882        2.662075        6.804479       10.830083        9.636058    
 81     11.239640        2.679420        6.959530       10.362849        9.514614    
 82     10.837140        2.725631        6.781385       10.150920        9.520939    
 83     11.013303        2.739162        6.876232        9.766423        9.405383    
 84     10.841331        2.780739        6.811035        9.598334        9.419756    
 85     10.800069        2.768584        6.784327        9.979279        9.317877    
 86     10.606803        2.781088        6.693946        9.899463        9.378881    
 87     10.619217        2.809850        6.714533        9.993211        9.292161    
 88     10.568107        2.823703        6.695905        9.945620        9.332046    
 89     10.656853        2.877730        6.767292        9.806363        9.167319    
 90     10.032037        2.853392        6.442714        9.423890        9.193792    
 91     10.252130        2.927926        6.590028        9.516219        9.015083    
 92     10.320615        2.896148        6.608381        9.411940        9.431885    
 93     10.742602        2.938546        6.840574        9.544022        9.084639    
 94     10.064417        2.892220        6.478318       10.239356        9.525631    
 95     10.683763        2.918173        6.800968       10.436286        9.440042    
 96     10.355585        2.823603        6.589594       11.244372        9.344785    
 97     10.321414        2.832015        6.576714       19.814428        9.027664    
 98      9.695856        2.661322        6.178589       11.798014        8.944394    
 99      9.641510        2.769484        6.205497       10.901181        8.800596    
