Epoch  G MSE train        G BCE          G train          D BCE         G MSE test   
 61     17.086127        4.157233       10.621680        3.248473       15.980120    
 62     16.565314        3.987247       10.276281        3.437351       18.022259    
 63     17.341730        4.070592       10.706161        2.953892       16.227081    
 64     18.245088        4.005783       11.125436        3.073089       15.957108    
 65     17.379636        4.362403       10.871019        2.403229       18.214844    
 66     17.063594        4.413495       10.738545        2.264946       16.309296    
 67     17.318340        4.470303       10.894321        2.069516       15.651242    
 68     16.617137        4.676022       10.646580        1.907098       16.193796    
 69     17.499159        4.754153       11.126656        1.673329       16.921221    
 70     17.196374        4.886853       11.041614        1.661256       15.682411    
 71     16.537801        4.766198       10.651999        2.257819       16.599113    
 72     17.986666        4.971385       11.479025       23.467382       15.707465    
 73     16.514753        4.068145       10.291449        3.409608       16.404793    
 74     17.696137        3.954347       10.825242        2.422386       16.564081    
 75     17.225943        4.081302       10.653623        2.423771       15.991872    
 76     16.505381        3.936155       10.220768        3.385842       16.815042    
 77     18.290920        3.783241       11.037081        3.204014       16.614838    
 78     17.778793        3.806092       10.792443        3.520849       17.141764    
 79     17.099858        3.560788       10.330323        5.290804       17.856974    
 80     18.934830        3.635609       11.285219        4.938311       16.960663    
 81     18.238956        3.613464       10.926210        4.175772       17.931887    
 82     18.329276        3.651287       10.990281        5.475687       16.223219    
 83     17.335394        3.542661       10.439028        4.561216       18.396679    
 84     17.979101        3.890906       10.935004        3.688120       18.620897    
 85     18.872119        3.973419       11.422769        3.827591       22.423405    
 86     19.128034        4.176026       11.652030        3.031880       18.978542    
 87     17.407196        4.215209       10.811203        2.826025       15.754439    
 88     17.400787        4.278926       10.839857        2.870401       16.120871    
 89     17.569466        4.574445       11.071956        2.142923       17.873051    
 90     17.690161        4.716013       11.203087        1.935675       17.801430    
 91     18.519113        4.891990       11.705551        1.847438       23.406279    
 92     18.539663        4.954374       11.747018        1.569014       17.698877    
 93     17.475881        4.884971       11.180426        1.592554       15.398613    
 94     32.345101        5.230996       18.788048        1.331071       30.600071    
 95     82.485895        5.183074       43.834484        1.476756       136.634552   
 96     31.362769        5.538212       18.450491        0.995530       17.138504    
 97     16.256804        5.693080       10.974942        0.866358       16.048296    
 98     15.983331        5.789528       10.886429        0.798769       15.212933    
 99     15.793155        5.665363       10.729259        0.842089       14.832968    
