Epoch  G MSE train        G BCE          G train          D BCE         G MSE test   
 74     21.215531        2.228176        4.126912       21.695823       24.569994    
 75     22.018580        2.429382        4.388302       13.454356       19.142031    
 76     21.097035        2.802210        4.631692       10.885384       18.030577    
 77     20.040421        2.749763        4.478829       20.000746       18.770531    
 78     20.283201        2.432659        4.217713       22.903868       21.089201    
 79     19.542455        2.455685        4.164362       13.448929       23.049568    
 80     19.604463        2.507995        4.217641       14.543710       17.028824    
 81     19.315015        2.748279        4.404953       10.738626       18.305069    
 82     20.533657        3.059029        4.806492        9.922326       20.915852    
 83     20.319505        3.321668        5.021452       10.093405       16.701141    
 84     19.866124        3.308236        4.964025       21.525410       23.643072    
 85     21.336024        2.365460        4.262517       25.882186       19.341913    
 86     19.092021        2.366317        4.038887       17.918123       17.993151    
 87     19.633358        2.343197        4.072213       13.838591       20.973480    
 88     20.465972        2.591479        4.378929       11.727882       19.968323    
 89     20.056067        2.692718        4.429053       15.181760       18.890125    
 90     19.876891        2.716617        4.432644       10.885492       20.380480    
 91     19.858548        2.834086        4.536532        9.933532       17.706886    
 92     22.063686        3.010839        4.916123        9.548085       18.529354    
 93     21.207850        2.829422        4.667265       13.671322       23.960869    
 94     23.585252        2.893020        4.962243       16.408421       28.515261    
 95     26.082446        2.495744        4.854414       19.684657       22.796522    
 96     23.811856        2.791607        4.893632       10.153816       22.673243    
 97     23.863219        2.768023        4.877542       12.607959       24.450163    
 98     27.153692        3.006635        5.421341       11.154952       22.055935    
 99     23.077714        3.072820        5.073309       12.767712       21.431816    
