Epoch  G MSE train        G BCE          G train          D BCE         G MSE test   
 61     12.847481        1.667059        2.785102       21.692403       13.703112    
 62     13.536654        1.648576        2.837384       30.038864       12.962828    
 63     12.907941        1.623426        2.751878       20.797169       13.066594    
 64     13.981272        1.914274        3.120973       18.778572       13.897862    
 65     13.778535        1.703132        2.910673       27.456646       13.668104    
 66     13.465028        1.661866        2.842182       22.135927       14.506382    
 67     14.040225        1.547620        2.796880       26.790042       13.576384    
 68     13.931374        1.566948        2.803391       32.114351       13.496610    
 69     13.877197        1.746065        2.959178       23.700375       13.887868    
 70     13.186494        1.518292        2.685112       31.100516       13.730527    
 71     12.804135        1.648300        2.763884       23.717583       12.872241    
 72     13.937986        1.746789        2.965909       20.275733       13.121962    
 73     13.881364        1.717235        2.933648       23.497134       12.752699    
 74     13.874521        1.708462        2.925068       30.788084       15.046895    
 75     15.053673        1.688626        3.025130       26.601830       13.709036    
 76     14.424128        1.625722        2.905563       24.525301       15.160536    
 77     14.833714        1.785588        3.090400       37.707988       16.442022    
 78     14.560709        1.573465        2.872190       30.656560       15.686319    
 79     13.875663        1.541912        2.775287       23.778141       13.691240    
 80     14.416528        1.974380        3.218594       27.772159       13.597996    
 81     13.424902        1.646599        2.824430       22.998079       14.325616    
 82     17.367971        1.547288        3.129357       30.739071       14.364693    
 83     16.036799        1.485064        2.940238       37.089771       15.675674    
 84     16.985192        1.642631        3.176887       40.727237       18.771755    
 85     15.758114        1.369448        2.808315       31.846499       16.077564    
 86     16.264512        1.534126        3.007164       25.669881       13.211540    
 87     13.517543        1.567495        2.762500       26.482607       14.633469    
 88     13.739356        1.631451        2.842242       23.213913       15.970043    
 89     13.906887        1.695119        2.916296       22.412085       13.357210    
 90     13.998817        1.723563        2.951088       25.141145       14.090323    
 91     14.156812        1.958818        3.178618       22.883096       15.548257    
 92     15.258200        1.706192        3.061393       29.467421       13.398203    
 93     13.971438        1.686482        2.914978       27.217824       13.476800    
 94     13.551846        1.821528        2.994560       20.500793       13.311399    
 95     12.784464        1.871597        2.962884       30.215311       13.596461    
 96     12.994340        1.717484        2.845169       21.458194       12.983650    
 97     13.018707        1.791740        2.914437       24.428465       11.381001    
 98     12.679525        1.694416        2.792927       28.307584       11.444714    
 99     12.592912        1.769027        2.851415       26.267029       12.689925    
