Epoch  G MSE train        G BCE          G train          D BCE         G MSE test   
 65      9.512298        7.661986        9.512298        0.325928        9.153187    
 66      9.476057        7.761299        9.476057        0.305311        9.115888    
 67      9.441486        7.858554        9.441486        0.286642        9.071752    
 68      9.409772        7.951249        9.409772        0.269395        9.025576    
 69      9.382314        8.039862        9.382314        0.253653        8.983847    
 70      9.361187        8.123828        9.361187        0.239637        8.952248    
 71      9.349762        8.201586        9.349762        0.227490        8.937532    
 72      9.352091        8.277061        9.352091        0.217334        8.950103    
 73      9.367373        8.344605        9.367373        0.209530        8.998603    
 74      9.379701        8.404172        9.379701        0.203934        9.067374    
 75      9.357730        8.454986        9.357730        0.199212        9.094077    
 76      9.290459        8.500051        9.290459        0.193134        8.984984    
 77      9.227634        8.548785        9.227634        0.181517        8.829432    
 78      9.228114        8.675011        9.228114        0.159676        9.109984    
 79     10.201395        8.553144       10.201395        0.194215       12.966336    
 80     14.252774        8.823931       14.252774        0.135756        9.073571    
 81      9.509940        8.736267        9.509940        0.168550        8.906317    
 82      9.240115        8.768559        9.240115        0.154284        8.902609    
 83      9.210570        8.811890        9.210570        0.146352        8.932937    
 84      9.150256        8.840087        9.150256        0.143660        8.824033    
 85      9.095957        8.890250        9.095957        0.135498        8.689878    
 86      9.193373        9.037907        9.193373        0.117997        9.265411    
 87     10.453084        8.830201       10.453084        0.163705       12.519134    
 88     14.239318        9.248400       14.239318        0.103888        8.987096    
 89      9.583154        9.066106        9.583154        0.136620        8.857308    
 90      9.151474        9.093092        9.151474        0.124861        8.813662    
 91      9.102197        9.109792        9.102197        0.114937        8.821056    
 92      9.043205        9.132073        9.043205        0.112385        8.709832    
 93      8.990900        9.179909        8.990900        0.105941        8.587349    
 94      9.050872        9.321252        9.050872        0.092004        9.045640    
 95     10.252244        9.127990       10.252244        0.131192       12.690678    
 96     14.475157        9.597762       14.475157        0.083652        8.888653    
 97      9.532977        9.374027        9.532977        0.110618        8.789850    
 98      9.069679        9.372563        9.069679        0.102026        8.731413    
 99      9.012993        9.381966        9.012993        0.092991        8.731161    
