Epoch  G MSE train        G BCE          G train          D BCE         G MSE test   
 67     27.392046        7.468809       27.392046        0.109682       28.503937    
 68     27.395733        7.521984       27.395733        0.105739       28.514013    
 69     27.384181        7.570833       27.384181        0.102069       28.489658    
 70     27.363097        7.622177       27.363097        0.098351       28.439081    
 71     27.326752        7.669141       27.326752        0.095075       28.421505    
 72     27.315387        7.715581       27.315387        0.092032       28.424965    
 73     27.312977        7.763220       27.312977        0.089176       28.399172    
 74     27.285699        7.808101       27.285699        0.086315       28.380333    
 75     27.270262        7.853771       27.270262        0.083741       28.355515    
 76     27.245184        7.897766       27.245184        0.081122       28.342522    
 77     27.237326        7.949778       27.237326        0.078614       28.351957    
 78     27.225550        7.991045       27.225550        0.076179       28.311583    
 79     27.200534        8.034102       27.200534        0.073945       28.295244    
 80     27.185722        8.073230       27.185722        0.072048       28.277117    
 81     27.173623        8.110216       27.173623        0.070450       28.253252    
 82     27.153292        8.138403       27.153292        0.069376       28.251299    
 83     27.146671        8.179081       27.146671        0.067698       28.238327    
 84     27.125251        8.216915       27.125251        0.065917       28.212490    
 85     27.103893        8.252846       27.103893        0.064403       28.201965    
 86     27.088884        8.289866       27.088884        0.062746       28.193798    
 87     27.079246        8.327994       27.079246        0.061390       28.181490    
 88     27.078321        8.363295       27.078321        0.060029       28.188696    
 89     27.080028        8.400365       27.080028        0.058699       28.161182    
 90     27.048842        8.433413       27.048842        0.057229       28.154701    
 91     27.042640        8.474782       27.042640        0.055645       28.071459    
 92     26.974274        8.507129       26.974274        0.054279       28.077061    
 93     26.982480        8.544524       26.982480        0.053173       28.086008    
 94     26.984950        8.578406       26.984950        0.051448       28.063457    
 95     26.979552        8.616083       26.979552        0.050846       28.069946    
 96     26.975701        8.650350       26.975701        0.049743       28.062193    
 97     26.962672        8.682174       26.962672        0.048544       28.042910    
 98     26.943122        8.718254       26.943122        0.047448       28.021261    
 99     26.929389        8.749434       26.929389        0.046528       28.023237    
